Date,transprob_1,transprob_2,transprob_3,transprob_4,transprob_5,transprob_6,transprob_7,transprob_8,transprob_9
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9439800402577763,0.019309630546628032,0.0009098733342621702,0.05151485677354856,0.9685653295482431,0.05120146862849229,0.004505102968675024,0.012125039905128886,0.9478886580372456
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
2017-11-01,0.9667259459711797,0.04592148880961101,0.003870994705580316,0.029301792899239603,0.9411155766719448,0.01735904272859144,0.003972261129580786,0.012962934518444127,0.9787699625658282
